route_id,frequency_per_week,suppliers,n_stops,route_km,load_weight_kg,load_cube_m3,pallet_positions_used,weight_utilization,cube_utilization,pallet_position_utilization,route_duration_h,vehicle_id,feasible
R000,2.0,S037,1,142.60050070038324,356.41052199999996,2.038848,1,0.014850438416666665,0.022653866666666668,0.030303030303030304,2.9927363763706043,V03,True
R001,5.0,S038|S052,2,448.5362444060924,1391.385824,10.658502299999999,4,0.05797440933333333,0.11842780333333332,0.12121212121212122,8.955204443747135,V03,True
R002,5.0,S057,1,150.3826386256073,33.9751008,0.8886528000000001,1,0.0014156292,0.009873920000000001,0.030303030303030304,3.0175631265261935,V03,True
R003,7.5,S041,1,468.97736789742845,948.6001866666667,6.9998968,3,0.03952500777777778,0.07777663111111112,0.09090909090909091,8.8268612344987,V03,True
R004,7.5,S051,1,519.9936161146596,545.0492914666667,4.0030112,2,0.022710387144444445,0.044477902222222226,0.06060606060606061,9.737762717236235,V03,True
R005,7.5,S005,1,449.5189330829125,1449.6400999999998,7.274470400000001,3,0.060401670833333324,0.0808274488888889,0.09090909090909091,8.539738177265075,V03,True
R006,10.0,S043|S042|S018|S047,4,290.0148197805488,9505.6052374,75.0562341,28,0.39606688489166664,0.8339581566666666,0.8484848484848485,6.539663389949372,V03,True
R007,10.0,S046|S026,2,243.40019308147458,4417.2068076,51.08724075,19,0.18405028364999998,0.5676360083333333,0.5757575757575758,5.575458056026811,V03,True
R008,10.0,S055|S007|S002,3,285.3434035241386,5649.6044522,62.570284650000005,23,0.23540018550833333,0.6952253850000001,0.696969696969697,6.238061882257065,V03,True
R009,10.0,S013|S034,2,276.25488686381584,5050.1904984,61.015511399999994,23,0.21042460410000002,0.6779501266666667,0.696969696969697,5.7894827914633185,V03,True
R010,10.0,S030|S031,2,389.90456920478425,5573.2328254,41.5606578,16,0.2322180343916667,0.4617850866666667,0.48484848484848486,8.289173985541531,V03,True
R011,10.0,S010|S021|S045,3,532.885576921278,6704.516741400001,77.469525,29,0.27935486422500005,0.8607725,0.8787878787878788,10.80549533796263,V03,True
R012,10.0,S011|S024,2,274.68737072597486,5416.1026954,64.13444580000001,24,0.22567094564166668,0.7126049533333334,0.7272727272727273,5.577649164714694,V03,True
R013,10.0,S033,1,261.7955064549428,4595.821415,66.07669725,25,0.19149255895833334,0.7341855249999999,0.7575757575757576,5.026584965847445,V03,True
R014,10.0,S053|S017|S039,3,524.7866165054041,8243.9315964,66.96515565,25,0.34349714985,0.744057285,0.7575757575757576,10.241574845552801,V03,True
R015,10.0,S054|S001|S036,3,541.1319585257306,5658.15707,54.2259828,20,0.23575654458333334,0.60251092,0.6060606060606061,11.33876288228601,V03,True
R016,10.0,S025,1,119.0548142663706,3618.0984192,37.26679980000001,14,0.1507541008,0.4140755533333334,0.42424242424242425,2.58129965332795,V03,True
R017,10.0,S006,1,319.5204832244719,5569.7116909999995,74.24733599999998,28,0.2320713204583333,0.8249703999999998,0.8484848484848485,6.009463331354034,V03,True
R018,10.0,S020,1,98.111359179251,5846.073543200001,67.66011689999999,25,0.24358639763333337,0.7517790766666665,0.7575757575757576,2.3505095608348663,V03,True
R019,10.0,S004|S022,2,202.95830967116967,11059.1208392,70.1777229,26,0.46079670163333336,0.7797524766666667,0.7878787878787878,4.406817751597024,V03,True
R020,10.0,S050|S044,2,149.87934959638233,6123.275686000001,74.145855,28,0.2551364869166667,0.8238428333333333,0.8484848484848485,3.575079083570588,V03,True
R021,10.0,S032|S058,2,533.886824380095,4448.9782964,46.426884,18,0.18537409568333332,0.5158542666666667,0.5454545454545454,10.357033170547183,V03,True
R022,10.0,S014|S000|S035,3,319.7942921347261,9664.9372702,77.31710865,29,0.4027057195916667,0.8590789849999999,0.8787878787878788,6.997775008510172,V03,True
R023,10.0,S040,1,230.16083506973987,7113.3210522,71.83965045000001,27,0.296388377175,0.7982183383333334,0.8181818181818182,4.468075789146785,V03,True
R024,10.0,S048|S019,2,375.2456838825589,7583.415168400001,65.77451160000001,25,0.3159756320166667,0.7308279066666667,0.7575757575757576,7.555982131198041,V03,True
R025,10.0,S049|S028|S015,3,526.338341904929,4438.196811,66.77755350000001,25,0.184924867125,0.7419728166666668,0.7575757575757576,10.769788034635074,V03,True
R026,10.0,S027,1,112.18856269691666,6639.0975748,76.4258298,29,0.27662906561666667,0.8491758866666667,0.8787878787878788,2.6397920490348485,V03,True
R027,10.0,S008|S059,2,227.31965031441956,4052.4733422,62.7584517,24,0.168853055925,0.69731613,0.7272727272727273,4.766417884504598,V03,True
R028,12.5,S029,1,520.0006003842688,7699.53996032,71.61456731999999,27,0.3208141650133333,0.7957174146666666,0.8181818181818182,9.804556370623068,V03,True
R029,12.5,S023,1,200.17672192340447,7255.4176203199995,68.43319272000001,26,0.3023090675133333,0.7603688080000001,0.7878787878787878,3.9729100955770513,V03,True
R030,12.5,S016,1,117.32640964420585,3894.3017769599996,73.19280323999999,27,0.16226257404,0.8132533693333333,0.8181818181818182,2.5832074480764704,V03,True
R031,15.0,S003,1,460.30617723424047,7150.765692399999,78.1911558,29,0.2979485705166666,0.8687906200000001,0.8787878787878788,8.835869889107402,V03,True
R032,15.0,S012,1,115.20720116381615,4765.2124236,72.2757505,27,0.19855051765,0.8030638944444445,0.8181818181818182,2.428009718129991,V03,True
R033,20.0,S009,1,519.9961449857104,5559.753823,61.7387004,23,0.23165640929166667,0.68598556,0.696969696969697,9.921142030043221,V03,True
R034,25.0,S056,1,205.7715412781855,9114.55115472,70.94721702000001,27,0.37977296478,0.7883024113333335,0.8181818181818182,4.257967417179131,V03,True
