route_id,dock_id,requested_arrival_h,scheduled_start_h,scheduled_end_h,waiting_h,dock_service_h,overtime_h
B056,0,6.7367513317306535,6.7367513317306535,7.26446076234041,0.0,0.5277094306097562,0.0
B003,1,12.953691045098552,12.953691045098552,13.484890771298552,0.0,0.5311997262000001,0.0
B012,2,8.617547179049485,8.617547179049485,9.142312045649485,0.0,0.5247648666,0.0
B009,3,16.014672572764145,16.014672572764145,16.512722295514145,0.0,0.49804972275000003,0.0
B029,4,12.414044975895028,12.414044975895028,12.913998107895027,0.0,0.499953132,0.0
B023,0,8.212393259044834,8.212393259044834,8.729800980044834,0.0,0.5174077210000001,0.0
B016,0,13.993451989837677,13.993451989837677,14.520989152837677,0.0,0.5275371630000001,0.0
B040,2,9.626257876564647,9.626257876564647,10.139607675364648,0.0,0.5133497988,0.0
B006,2,16.888853407434738,16.888853407434738,17.404789492434737,0.0,0.515936085,0.0
B000,4,13.492515303184916,13.492515303184916,14.009964837184917,0.0,0.517449534,0.0
B033,1,9.149057934538966,13.484890771298552,13.975841623298551,4.335832836759586,0.490950852,0.0
B027,1,15.054727713627518,15.054727713627518,15.583156455627517,0.0,0.528428742,0.0
B020,4,11.774523420267629,14.009964837184917,14.498816097184918,2.235441416917288,0.48885126,0.0
B015,4,7.435770564320324,14.498816097184918,15.007514513184917,7.063045532864594,0.508698416,0.0
B019,0,13.35398194733688,14.520989152837677,15.022467846837676,1.1670072055007967,0.501478694,0.0
B024,4,10.182619946491071,15.007514513184917,15.503816511184917,4.824894566693846,0.496301998,0.0
B026,0,16.48559848914653,16.48559848914653,16.95079527314653,0.0,0.46519678400000003,0.0
B022,4,12.091780240225566,15.503816511184917,15.999919721184916,3.4120362709593515,0.49610321,0.0
B008,1,7.6715137861596325,15.583156455627517,16.053612255627517,7.911642669467884,0.4704558,0.0
B055,4,15.453849476800793,15.999919721184916,16.478856605184916,0.5460702443841239,0.478936884,0.0
B043,1,10.713079769881775,16.053612255627517,16.523606943627517,5.340532485745742,0.46999468800000005,0.0
B050,4,6.917869447167524,16.478856605184916,16.992090061184918,9.560987158017392,0.513233456,0.0
B045,3,13.0231009611065,16.512722295514145,16.997461506514146,3.4896213344076443,0.48473921100000006,0.0
B032,1,8.662993049159835,16.523606943627517,17.041657134627517,7.860613894467681,0.518050191,0.0
B021,0,15.320191870960514,16.95079527314653,17.44478085314653,1.630603402186015,0.49398558000000004,0.0
B034,4,11.705969638744092,16.992090061184918,17.479369903184917,5.286120422440826,0.4872798420000001,0.0
B018,3,7.421432772619198,16.997461506514146,17.454635289514144,9.576028733894947,0.457173783,0.0
B059,1,14.040870354791053,17.041657134627517,17.494463277627517,3.0007867798364636,0.45280614300000005,0.0
B013,2,9.736366381797065,17.404789492434737,17.880891892434736,7.668423110637672,0.47610240000000004,0.0
B044,0,16.97870541963801,17.44478085314653,17.89865598914653,0.466075433508518,0.453875136,0.0
B053,3,12.429044885711082,17.454635289514144,17.968128366514144,5.025590403803061,0.513493077,0.0
B025,4,8.048381594776068,17.479369903184917,17.984240830184916,9.43098830840885,0.504870927,0.0
B004,1,15.044820793752049,17.494463277627517,17.96859991862752,2.4496424838754685,0.474136641,0.0
B048,2,10.855448066526435,17.880891892434736,18.343289839434735,7.025443825908301,0.46239794700000003,0.34328983943473546
B036,0,6.514396162946401,17.89865598914653,18.40859140414653,11.384259826200129,0.5099354150000001,0.40859140414653083
B058,3,13.882056897945422,17.968128366514144,18.454131191514143,4.086071468568722,0.486002825,0.4541311915141435
B051,1,9.33238725603767,17.96859991862752,18.327306068627518,8.636212662589848,0.35870615,0.327306068627518
B039,4,15.697813601690541,17.984240830184916,18.499241360184918,2.286427228494375,0.51500053,0.49924136018491794
B041,1,12.00608083217869,18.327306068627518,18.706012473627517,6.321225236448829,0.378706405,0.7060124736275171
B005,2,7.546412816524004,18.343289839434735,18.727197209434735,10.796877022910731,0.38390737,0.7271972094347348
B052,0,14.604761234584174,18.40859140414653,18.77455821414653,3.8038301695623566,0.36596681000000003,0.7745582141465306
B031,3,10.945777316001447,18.454131191514143,18.953164121514142,7.508353875512697,0.49903293000000004,0.953164121514142
B028,4,16.82174784903483,18.499241360184918,18.88662544518492,1.6774935111500895,0.387384085,0.8866254451849187
B010,1,12.501857708491588,18.706012473627517,19.158502188627516,6.204154765135929,0.452489715,1.1585021886275157
B035,2,8.919204834246251,18.727197209434735,19.121822019434735,9.807992375188483,0.39462481,1.1218220194347346
B002,0,15.367338401692557,18.77455821414653,19.172356769146532,3.407219812453974,0.397798555,1.172356769146532
B038,4,11.627388689334978,18.88662544518492,19.25424357018492,7.25923675584994,0.367618125,1.2542435701849186
B007,3,7.450220013875576,18.953164121514142,19.40452624151414,11.502944107638566,0.45136212000000003,1.4045262415141408
B047,2,13.520307808555671,19.121822019434735,19.522887244434735,5.601514210879063,0.401065225,1.5228872444347346
B030,1,10.004500638772544,19.158502188627516,19.671952803627516,9.154001549854971,0.513450615,1.6719528036275157
