route_id,dock_id,requested_arrival_h,scheduled_start_h,scheduled_end_h,waiting_h,dock_service_h,overtime_h
R034,0,7.169825096191623,7.169825096191623,7.6771931387416235,0.0,0.50736804255,0.0
R033,1,13.43403324919697,13.43403324919697,13.91838000019697,0.0,0.484346751,0.0
R031,2,9.320683563255239,9.320683563255239,9.846161452755238,0.0,0.5254778895000001,0.0
R032,3,16.62955118443511,16.62955118443511,17.140240560685108,0.0,0.51068937625,0.0
R028,4,11.617044271218447,11.617044271218447,12.126080689518446,0.0,0.5090364183,0.0
R029,0,8.248199023050319,8.248199023050319,8.749282004850318,0.0,0.5010829818,0.0
R030,0,13.958521010738727,13.958521010738727,14.471503018838726,0.0,0.5129820081,0.0
R015,2,10.831950471272897,10.831950471272897,11.457515428272897,0.0,0.6255649569999999,0.0
R011,2,16.562164138340883,16.562164138340883,17.245837950840883,0.0,0.6836738125,0.0
R025,4,12.741633196585394,12.741633196585394,13.398577080335393,0.0,0.65694388375,0.0
R021,4,9.024430419603924,13.398577080335393,13.924644290335394,4.374146660731469,0.52606721,0.0
R014,1,15.850850460138627,15.850850460138627,16.508263349263625,0.0,0.657412889125,0.0
R010,4,11.399227118556164,13.924644290335394,14.438545934835394,2.52541717177923,0.5139016445,0.0
R024,4,6.910939219730736,14.438545934835394,15.012982213835395,7.527606715104659,0.574436279,0.0
R022,0,14.360690649902208,14.471503018838726,15.154795790463726,0.11081236893651791,0.683292771625,0.0
R006,4,10.10792941584684,15.012982213835395,15.770622799085395,4.905052797988555,0.7576405852500001,0.0
R008,0,16.75871899627623,16.75871899627623,17.40514470790123,0.0,0.6464257116250001,0.0
R017,4,12.420781561084425,15.770622799085395,16.286241139085394,3.3498412380009697,0.51561834,0.0
R009,4,7.471716209393392,16.286241139085394,16.848779917585393,8.814524929692002,0.5625387785,0.0
R012,1,15.302896449387033,16.508263349263625,17.078599463763627,1.2053668998765925,0.5703361145000001,0.0
R007,4,10.096917150663387,16.848779917585393,17.386498019460394,6.751862766922006,0.537718101875,0.0
R013,1,6.189932129619436,17.078599463763627,17.57379120688863,10.888667334144191,0.49519174312500003,0.0
R027,3,13.08543001467959,17.140240560685108,17.70713668993511,4.054810546005518,0.5668961292500001,0.0
R023,2,9.031014536431838,17.245837950840883,17.755437076965883,8.214823414409045,0.509599126125,0.0
R019,4,15.430140352311243,17.386498019460394,17.971942326710394,1.9563576671491507,0.5854443072500001,0.0
R020,0,11.777115695775212,17.40514470790123,18.00050934540123,5.628029012126017,0.5953646375,0.0005093454012303766
R026,1,7.170284336375271,17.57379120688863,18.094855781388627,10.403506870513358,0.5210645745,0.09485578138862749
R016,3,13.596573988970782,17.70713668993511,18.13030368943511,4.110562700964326,0.42316699950000003,0.1303036894351095
R018,2,10.641395234088627,17.755437076965883,18.254587369215884,7.114041842877256,0.49915029224999996,0.25458736921588354
R004,4,6.472059253967821,17.971942326710394,18.311949854710395,11.499883072742573,0.340007528,0.31194985471039516
R003,0,12.752566805735562,18.00050934540123,18.34800908740123,5.247942539665669,0.347499742,0.3480090874012305
R005,1,7.799763431299475,18.094855781388627,18.443041957388626,10.295092350089153,0.348186176,0.4430419573886262
R001,3,14.70537763453029,18.13030368943511,18.566949945185108,3.4249260549048195,0.43664625575000005,0.5669499451851081
R002,2,10.60595926051283,18.254587369215884,18.586809001215883,7.648628108703054,0.332221632,0.5868090012158831
R000,4,6.5934493787496145,18.311949854710395,18.647046974710396,11.71850047596078,0.33509712,0.6470469747103955
