route_id,frequency_per_week,suppliers,n_stops,route_km,load_weight_kg,load_cube_m3,pallet_positions_used,weight_utilization,cube_utilization,pallet_position_utilization,route_duration_h,vehicle_id,feasible
R000,1.0,S047,1,266.681620664042,8262.400698,71.761458,27,0.34426669574999996,0.7973495333333334,0.8181818181818182,5.1987567393462175,V03,True
R001,1.0,S042,1,226.3746107671971,4769.484936,67.620474,25,0.19872853899999998,0.7513386,0.7575757575757576,4.332568680615705,V03,True
R002,1.0,S041,1,468.97736789742845,7114.5014,57.115284,21,0.29643755833333335,0.6346142666666666,0.6363636363636364,8.8268612344987,V03,True
R003,1.0,S038|S052,2,448.5362444060924,6956.929120000001,53.292511499999996,20,0.2898720466666667,0.5921390166666666,0.6060606060606061,8.955204443747135,V03,True
R004,1.0,S051,1,519.9936161146596,4087.869686,30.022584000000002,12,0.17032790358333333,0.3335842666666667,0.36363636363636365,9.737762717236235,V03,True
R005,1.0,S057|S005,2,520.6147224184389,11042.176254,59.127168000000005,22,0.46009067725,0.6569685333333334,0.6666666666666666,10.115722225789797,V03,True
R006,1.0,S014,1,89.94117633208941,9565.260240000001,80.761725,30,0.3985525100000001,0.8973525,0.9090909090909091,2.0186274484622317,V03,True
R007,1.0,S037|S028,2,387.26523354881743,8002.620224000001,81.783426,30,0.33344250933333336,0.9087047333333333,0.9090909090909091,7.874519397857286,V03,True
R008,2.0,S046,1,202.67489731093983,9420.853018,63.248679,24,0.39253554241666666,0.7027631000000001,0.7272727272727273,4.268331466259512,V03,True
R009,2.0,S002,1,277.36436180591045,2060.869683,42.759264,16,0.08586957012499999,0.47510293333333337,0.48484848484848486,5.359655063137765,V03,True
R010,2.0,S007,1,263.4561800375918,6935.235044,69.98349675,26,0.28896812683333334,0.7775944083333334,0.7878787878787878,5.2401123643198515,V03,True
R011,2.0,S010,1,345.1943620628819,6626.506858,76.12670924999999,28,0.27610445241666665,0.8458523249999998,0.8484848484848485,6.792927795082702,V03,True
R012,2.0,S039,1,519.9911537709079,10320.891834999999,73.844658,28,0.4300371597916666,0.8204961999999999,0.8484848484848485,9.671051280683173,V03,True
R013,2.0,S035,1,291.9941273382052,2908.636908,52.32624975000001,20,0.1211932045,0.5814027750000001,0.6060606060606061,5.52565080008858,V03,True
R014,2.0,S049,1,85.92838878973583,6635.930347,66.50908650000001,25,0.2764970977916667,0.7389898500000001,0.7575757575757576,1.945667674964894,V03,True
R015,3.0,S018,1,233.02041541461557,10679.040981333334,70.81523750000001,26,0.4449600408888889,0.7868359722222223,0.7878787878787878,4.636734825720284,V03,True
R016,3.0,S030,1,222.85266881955891,9484.655899333333,80.323751,30,0.39519399580555553,0.8924861222222222,0.9090909090909091,4.668533372476828,V03,True
R017,3.0,S031,1,389.8989597318772,9092.786852000001,66.132619,25,0.3788661188333334,0.7348068777777779,0.7575757575757576,7.672405328458373,V03,True
R018,3.0,S011,1,236.84704346898653,5029.857008000001,66.80268350000001,25,0.20957737533333337,0.742252038888889,0.7575757575757576,4.5563098812543,V03,True
R019,3.0,S054,1,127.49242644173025,7268.561952666667,68.580046,26,0.3028567480277778,0.7620005111111111,0.7878787878787878,2.8180441171223682,V03,True
R020,3.0,S036,1,519.9940499659588,5954.660910666667,61.13491200000001,23,0.2481108712777778,0.6792768000000001,0.696969696969697,9.854437272108342,V03,True
R021,3.0,S001,1,188.5025930856125,5637.300703333333,67.0752205,25,0.23488752930555556,0.7452802277777778,0.7575757575757576,4.027319874283863,V03,True
R022,3.0,S044,1,149.70742800542664,12965.656876666668,68.74725,26,0.5402357031944445,0.7638583333333333,0.7878787878787878,3.2219532364623023,V03,True
R023,3.0,S058,1,519.9991546146974,5461.306301333333,80.98590300000001,30,0.22755442922222222,0.8998433666666668,0.9090909090909091,9.837863417236923,V03,True
R024,3.0,S048,1,116.1272130036711,7566.439276666668,65.9993175,25,0.3152683031944445,0.73332575,0.7575757575757576,2.494737206127353,V03,True
R025,5.0,S034,1,272.66235897167763,4887.1920968,80.4701583,30,0.20363300403333334,0.89411287,0.9090909090909091,5.274164102515351,V03,True
R026,5.0,S045,1,520.007179181211,3727.33028,64.71442680000001,24,0.15530542833333333,0.7190491866666668,0.7272727272727273,9.83800931844626,V03,True
R027,5.0,S021,1,431.36143592120055,7031.1004596,62.020098000000004,23,0.29296251915,0.6891122000000001,0.696969696969697,8.05960186523395,V03,True
R028,5.0,S053,1,163.21808233158484,6591.1056896,66.19055010000001,25,0.27462940373333333,0.7354505566666668,0.7575757575757576,3.2009348302712395,V03,True
R029,5.0,S017,1,241.77168155100384,5768.4007692,51.8787042,20,0.24035003205,0.5764300466666666,0.6060606060606061,4.645848755472797,V03,True
R030,5.0,S025,1,119.0548142663706,7236.1968384,74.53359960000002,28,0.3015082016,0.8281511066666668,0.8484848484848485,2.58129965332795,V03,True
R031,5.0,S004,1,120.727304285319,10314.1047664,58.5388407,22,0.42975436526666666,0.6504315633333333,0.6666666666666666,2.5783752294300424,V03,True
R032,5.0,S059,1,227.2760726517422,5552.9515587999995,57.977614200000005,22,0.23137298161666664,0.6441957133333334,0.6666666666666666,4.348958896698343,V03,True
R033,7.5,S043,1,97.8707923744362,6664.939172799999,57.653301400000004,22,0.27770579886666663,0.6405922377777779,0.6666666666666666,2.0794689522624763,V03,True
R034,7.5,S026,1,238.63069794140065,3377.381605333333,67.9741734,25,0.14072423355555555,0.7552685933333333,0.7575757575757576,4.9054066292375875,V03,True
R035,7.5,S055,1,198.84619583990036,5133.844675733333,62.35508239999999,23,0.2139101948222222,0.6928342488888888,0.696969696969697,3.8987187122406124,V03,True
R036,7.5,S013,1,194.8174694425528,3475.4592666666667,61.788125,23,0.14481080277777778,0.6865347222222222,0.696969696969697,3.992135808046415,V03,True
R037,7.5,S024,1,273.3463861111026,5209.527457333334,60.712252799999995,23,0.21706364405555556,0.6745805866666666,0.696969696969697,5.303267626262471,V03,True
R038,7.5,S022,1,202.91943721585668,7869.424608,79.861657,30,0.327892692,0.8873517444444444,0.9090909090909091,4.022777646348909,V03,True
R039,7.5,S050,1,74.89992256337786,2978.1048306666667,73.2325568,27,0.12408770127777778,0.8136950755555555,0.8181818181818182,1.7118167738795975,V03,True
R040,7.5,S032,1,432.37956704728776,3747.448541333333,68.0066636,25,0.15614368922222222,0.7556295955555555,0.7575757575757576,8.128113340253718,V03,True
R041,7.5,S015,1,520.0064561137679,3176.041098133333,63.7485856,24,0.13233504575555555,0.7083176177777778,0.7272727272727273,9.837996171765475,V03,True
R042,10.0,S000,1,274.72540836260487,8126.683864600001,71.9346129,27,0.3386118276916667,0.7992734766666667,0.8181818181818182,5.578340758107967,V03,True
R043,10.0,S019,1,371.9364725326087,5313.4833854,68.46047175,26,0.22139514105833333,0.7606719083333333,0.7878787878787878,7.112481318774703,V03,True
R044,10.0,S008,1,194.5295257795073,1275.9975628,62.73439065,24,0.05316656511666667,0.697048785,0.7272727272727273,3.953567135384981,V03,True
R045,12.5,S029,1,520.0006003842688,7699.53996032,71.61456731999999,27,0.3208141650133333,0.7957174146666666,0.8181818181818182,9.804556370623068,V03,True
R046,12.5,S023,1,200.17672192340447,7255.4176203199995,72.40687896,27,0.3023090675133333,0.8045208773333333,0.8181818181818182,3.9729100955770513,V03,True
R047,12.5,S033,1,261.7955064549428,3676.657132,75.50757024,28,0.15319404716666665,0.8389730026666667,0.8484848484848485,5.026584965847445,V03,True
R048,12.5,S020,1,98.111359179251,4676.858834560001,75.11898851999999,28,0.1948691181066667,0.8346554279999998,0.8484848484848485,2.3505095608348663,V03,True
R049,12.5,S040,1,230.16083506973987,5690.65684176,69.19251636000001,26,0.23711070174,0.7688057373333335,0.7878787878787878,4.468075789146785,V03,True
R050,12.5,S027,1,112.18856269691666,5311.27805984,72.94652544000002,27,0.22130325249333335,0.8105169493333335,0.8181818181818182,2.6397920490348485,V03,True
R051,15.0,S003,1,460.30617723424047,7150.765692399999,78.2377046,29,0.2979485705166666,0.8693078288888889,0.8787878787878788,8.835869889107402,V03,True
R052,15.0,S016,1,117.32640964420585,3245.2514807999996,69.9536327,26,0.1352188117,0.7772625855555556,0.7878787878787878,2.5832074480764704,V03,True
R053,15.0,S006,1,319.5204832244719,3713.1411273333333,69.970514,26,0.15471421363888888,0.7774501555555555,0.7878787878787878,6.009463331354034,V03,True
R054,15.0,S012,1,115.20720116381615,4765.2124236,73.5317173,27,0.19855051765,0.8170190811111111,0.8181818181818182,2.428009718129991,V03,True
R055,25.0,S009,1,519.9961449857104,4447.8030584,71.60875746,27,0.18532512743333332,0.7956528606666667,0.8181818181818182,9.921142030043221,V03,True
R056,25.0,S056,1,205.7715412781855,9114.55115472,76.55722152,29,0.37977296478,0.8506357946666666,0.8787878787878788,4.257967417179131,V03,True
