part_id,mean_daily_demand,sd_daily_demand,mean_lead_time_days,sd_lead_time_days,target_cycle_service,z,safety_stock_units,reorder_point_units,unit_value_eur,criticality,annual_safety_stock_holding_eur,delivery_interval_days,cycle_stock_units,pipeline_inventory_units,avg_inventory_units,annual_inventory_holding_eur
P0000,82.4931506849315,54.05977646069191,0.84,0.20748,0.985,2.17009037758456,130.8185105304456,200.11275710578806,66.3,medium,1659.233734432243,0.6666666666666666,27.497716894977167,69.29424657534247,227.61047400076524,3319.9263737751617
P0001,190.55616438356165,126.5260484260161,0.76,0.21356000000000003,0.97,1.8807936081512509,254.29466517976937,399.1173501112762,37.29,low,1814.0718036537326,0.3333333333333333,31.759360730593606,144.82268493150684,430.8767108418698,3534.8263604045314
P0002,57.04931506849315,39.84396462937295,1.07,0.41516000000000003,0.97,1.8807936081512509,102.81526254402004,163.85802966730773,1.76,low,34.617451875690925,1.6666666666666667,47.54109589041096,61.042767123287675,211.39912555771866,81.85374141594866
P0003,166.78082191780823,112.32366480464734,4.17,1.1967899999999998,0.97,1.8807936081512509,657.6536862149908,1353.1297136122512,4.58,low,576.2190036784564,0.6666666666666666,55.593607305936075,695.4760273972603,1408.7233209181873,1419.4296181571656
P0004,41.391780821917806,27.151132539796333,4.07,1.3593800000000003,0.985,2.17009037758456,195.9697846886663,364.4343326338718,71.84,medium,2693.27239395429,0.4,8.278356164383561,168.46454794520548,372.71268879825533,5890.649503918667
P0005,82.66849315068494,54.214391455175765,0.84,0.20748,0.985,2.17009037758456,131.18242027093896,200.6239545175143,10.41,medium,261.2469381778299,0.6666666666666666,27.556164383561644,69.44153424657534,228.18011890107596,522.5781083072442
P0006,27.2,18.073750013775214,2.29,0.85875,0.985,2.17009037758456,89.76020134463486,152.04820134463486,2.73,medium,46.878240806598,1.0,13.6,62.288,165.64820134463486,99.48830972758769
P0007,173.84657534246574,113.974156124704,2.47,0.5681,0.985,2.17009037758456,510.46873804374314,939.8697791396336,11.0,medium,1074.203779187703,0.6666666666666666,57.948858447488576,429.40104109589043,997.8186375871221,2414.7211029608357
P0008,113.17534246575343,74.86076412728038,3.89,1.31482,0.999,3.090232306167813,1005.6988059136274,1445.9508881054082,32.57,critical,4641.696762572306,0.3333333333333333,18.86255707762557,440.25208219178086,1464.8134451830338,10495.974260114512
P0009,23.923287671232877,16.088171552006717,2.29,0.85875,0.985,2.17009037758456,79.49899063681357,134.28331940393687,7.44,medium,113.15125902116215,1.0,11.961643835616439,54.78432876712329,146.2449632395533,239.37375583050084
P0010,505.8027397260274,331.8589656305768,4.07,1.3593800000000003,0.985,2.17009037758456,2394.992363634346,4453.609514319278,7.33,medium,3358.4040744319536,0.4,101.1605479452055,2058.617150684932,4554.770062264483,7345.022202407706
P0011,121.92602739726027,80.76599291733078,3.58,1.5036,0.97,1.8807936081512509,516.2161938454756,952.7113719276674,36.06,low,3561.083746969502,0.5,30.481506849315068,436.4951780821918,983.1928787769825,7799.865745913558
P0012,41.38630136986301,27.157382756915847,3.76,0.7745599999999999,0.985,2.17009037758456,153.8532517303267,309.4657448810116,4.09,medium,120.38013557125907,1.0,20.693150684931506,155.6124931506849,330.1588955659431,297.07697423023563
P0013,31.695890410958903,20.916713691120524,1.34,0.19698,0.985,2.17009037758456,62.4022103709328,104.87470352161773,6.6,medium,78.78957344225603,5.0,79.23972602739725,42.47249315068493,184.11442954901497,267.33415170516975
P0014,20.427397260273974,13.80907151546487,4.45,0.5829500000000001,0.995,2.5758293035489004,93.22128909979384,184.123206908013,163.39,high,2913.838098889886,2.5,25.53424657534247,90.90191780821918,209.65745348335548,7536.304891421999
