route_id,dock_id,requested_arrival_h,scheduled_start_h,scheduled_end_h,waiting_h,dock_service_h,overtime_h
R055,0,6.7154529283067905,6.7154529283067905,7.2244748219567905,0.0,0.5090218936500001,0.0
R056,1,13.81463509434072,13.81463509434072,14.33602814814072,0.0,0.5213930538,0.0
R051,2,9.012116254496263,9.012116254496263,9.537710515996263,0.0,0.5255942615,0.0
R053,3,15.641140046287338,15.641140046287338,16.14606633128734,0.0,0.504926285,0.0
R052,4,12.429112688964342,12.429112688964342,12.93399677071434,0.0,0.50488408175,0.0
R054,0,7.591923070599977,7.591923070599977,8.105752363849977,0.0,0.51382929325,0.0
R045,0,14.23454407171995,14.23454407171995,14.743580490019951,0.0,0.5090364183,0.0
R047,2,9.762010989483894,9.762010989483894,10.280779915083894,0.0,0.5187689256000001,0.0
R049,2,6.4354825412212495,10.280779915083894,10.783761205983893,3.8452973738626444,0.5029812909,0.0
R046,2,12.679039064628062,12.679039064628062,13.190056262028062,0.0,0.5110171974,0.0
R050,4,9.12561019333857,12.93399677071434,13.44636308431434,3.808386577375771,0.5123663136000001,0.0
R048,2,14.944456170916045,14.944456170916045,15.462253642216044,0.0,0.5177974713,0.0
R043,4,10.888734505405898,13.44636308431434,13.94751426368934,2.5576285789084423,0.501151179375,0.0
R042,4,7.099106968753606,13.94751426368934,14.457350795939341,6.848407294935734,0.50983653225,0.0
R044,1,13.183608449766943,14.33602814814072,14.82286412476572,1.1524196983737767,0.486835976625,0.0
R041,4,9.49366642769705,14.457350795939341,14.94672225993934,4.963684368242291,0.489371464,0.0
R040,0,16.519219720688547,16.519219720688547,17.019236379688547,0.0,0.500016659,0.0
R037,1,12.323890568567892,14.82286412476572,15.30464475676572,2.4989735561978286,0.481780632,0.0
R034,4,8.540554868670819,14.94672225993934,15.44665769343934,6.4061673912685215,0.4999354335,0.0
R038,1,14.54951275782205,15.30464475676572,15.83429889926572,0.7551319989436696,0.5296541425,0.0
R036,4,9.97437142686307,15.44665769343934,15.931128005939339,5.472286266576269,0.48447031250000006,0.0
R035,2,6.441862483702014,15.462253642216044,15.948141348216044,9.02039115851403,0.485887706,0.0
R033,1,13.199884650422698,15.83429889926572,16.30843215276572,2.634414248843022,0.4741332535,0.0
R039,4,8.525364983235127,15.931128005939339,16.44420939793934,7.405763022704212,0.513081392,0.0
R026,2,15.573536583877603,15.948141348216044,16.439927415216044,0.37460476433844114,0.49178606700000005,0.0
R027,3,11.480551643426121,16.14606633128734,16.63111657628734,4.665514687861219,0.48505024500000005,0.0
R025,1,7.313989092815721,16.30843215276572,16.839607548515723,8.994443059950001,0.5311753957500001,0.0
R029,2,14.812424300524896,16.439927415216044,16.899624175716045,1.627503114691148,0.4596967605,0.0
R032,4,10.588898090656215,16.44420939793934,16.919153433439337,5.855311307283124,0.47494403550000003,0.0
R028,3,16.576391177439525,16.63111657628734,17.12659295153734,0.05472539884781469,0.49547637525000005,0.0
R030,1,12.119494040710975,16.839607548515723,17.355941547515723,4.720113507804747,0.5163339990000001,0.0
R031,2,8.473525974471737,16.899624175716045,17.375971277466046,8.426098201244308,0.47634710175000006,0.0
R020,4,15.3657328295171,16.919153433439337,17.40199071343934,1.5534206039222376,0.48283728000000004,0.0
R023,0,11.014753298920258,17.019236379688547,17.551701137188548,6.0044830807682885,0.5324647575000001,0.0
R017,3,6.993137457314791,17.12659295153734,17.62192449903734,10.133455494222549,0.4953315475,0.0
R016,1,12.983564998961533,17.355941547515723,17.886750925015722,4.37237654855419,0.5308093775,0.0
R015,2,9.984792882489362,17.375971277466046,17.883009371216048,7.391178394976684,0.5070380937500001,0.0
R018,4,16.826760120328203,17.40199071343934,17.89899742218934,0.5752305931111366,0.4970067087500001,0.0
R021,0,12.378898954571543,17.551701137188548,18.04938918843855,5.172802182617005,0.49768805125000004,0.04938918843854978
R022,3,8.320037556123307,17.62192449903734,18.123792624037343,9.301886942914035,0.501868125,0.12379262403734259
R019,2,14.204122372292765,17.883009371216048,18.38445948621605,3.678886998923282,0.501450115,0.3844594862160484
R024,1,10.265407754698366,17.886750925015722,18.381749218765723,7.621343170317356,0.49499829375000004,0.381749218765723
R012,4,6.665495603110443,17.89899742218934,18.413609067189338,11.233501819078896,0.514611645,0.41360906718933776
R011,0,12.50524980705043,18.04938918843855,18.56970596156355,5.544139381388121,0.520316773125,0.5697059615635496
R013,3,8.552531283342866,18.123792624037343,18.584608248412344,9.571261340694477,0.460815624375,0.5846082484123443
R009,1,15.027810868112159,18.381749218765723,18.81864737876572,3.3539383506535643,0.43689816000000004,0.8186473787657214
R010,2,11.543938911016838,18.38445948621605,18.88941822809105,6.840520575199211,0.504958741875,0.8894182280910492
R008,4,7.5083091599903895,18.413609067189338,18.901730764689336,10.905299907198948,0.4881216975,0.9017307646893364
R014,0,14.390683881345844,18.56970596156355,19.06597867781355,4.179022080217706,0.49627271625,1.0659786778135505
R005,3,9.170493203778626,18.584608248412344,19.142426168412346,9.414115044633718,0.5578179200000001,1.1424261684123458
R004,1,6.237910655193563,18.81864737876572,19.223703838765722,12.580736723572159,0.40505646,1.2237038387657222
R003,2,12.518418206961304,18.88941822809105,19.43264950684105,6.3710000211297455,0.54323127875,1.4326495068410487
R002,4,7.775062909240923,18.901730764689336,19.374518974689337,11.126667855448414,0.47278821000000004,1.3745189746893374
R007,0,14.443255066875217,19.06597867781355,19.68043724281355,4.622723610938333,0.6144585650000001,1.6804372428135501
R000,3,10.560926903726532,19.142426168412346,19.651829813412345,8.581499264685814,0.509403645,1.6518298134123448
R001,1,6.067976788253681,19.223703838765722,19.72275502376572,13.155727050512041,0.499051185,1.7227550237657212
R006,4,13.841258342049422,19.374518974689337,19.906423287189337,5.533260632639916,0.5319043125,1.9064232871893374
