part_id,mean_daily_demand,sd_daily_demand,mean_lead_time_days,sd_lead_time_days,target_cycle_service,z,safety_stock_units,reorder_point_units,unit_value_eur,criticality,annual_safety_stock_holding_eur,delivery_interval_days,cycle_stock_units,pipeline_inventory_units,avg_inventory_units,annual_inventory_holding_eur
P0000,82.4931506849315,54.05977646069191,0.84,0.20748,0.985,2.17009037758456,113.75522654821356,183.04947312355603,66.3,medium,1659.233734432243,0.5,20.623287671232877,69.29424657534247,203.6727607947889,2970.7708889527908
P0001,190.55616438356165,126.5260484260161,0.76,0.21356000000000003,0.97,1.8807936081512509,221.12579580849513,365.94848074000197,37.29,low,1814.0718036537326,0.3333333333333333,31.759360730593606,144.82268493150684,397.70784147059555,3262.715589856472
P0002,57.04931506849315,39.84396462937295,1.07,0.41516000000000003,0.97,1.8807936081512509,89.40457612523483,150.4473432485225,1.76,low,34.617451875690925,0.5,14.262328767123288,61.042767123287675,164.7096720156458,63.77558500445806
P0003,166.78082191780823,112.32366480464734,4.17,1.1967899999999998,0.97,1.8807936081512509,571.8727706217312,1267.3487980189916,4.58,low,576.2190036784564,0.5,41.695205479452056,695.4760273972603,1309.0440034984435,1318.9927379250319
P0004,41.391780821917806,27.151132539796333,4.07,1.3593800000000003,0.985,2.17009037758456,170.40850842492722,338.8730563701327,71.84,medium,2693.27239395429,0.4,8.278356164383561,168.46454794520548,347.1514125345162,5486.658644825522
P0005,82.66849315068494,54.214391455175765,0.84,0.20748,0.985,2.17009037758456,114.0716698008165,183.51320404739184,10.41,medium,261.2469381778299,0.5,20.667123287671235,69.44153424657534,204.18032733506308,467.6137856627615
P0006,27.2,18.073750013775214,2.29,0.85875,0.985,2.17009037758456,78.05234899533467,140.34034899533467,2.73,medium,46.878240806598,0.5,6.8,62.288,147.14034899533465,88.37249360659798
P0007,173.84657534246574,113.974156124704,2.47,0.5681,0.985,2.17009037758456,443.88585916847234,873.2869002643628,11.0,medium,1074.203779187703,0.5,43.461643835616435,429.40104109589043,916.7485440999792,2218.5314767219497
P0008,113.17534246575343,74.86076412728038,3.89,1.31482,0.999,3.090232306167813,647.793111699599,1088.0451938913798,32.57,critical,4641.696762572306,0.4,22.635068493150687,440.25208219178086,1110.6802623845306,7958.468352090116
P0009,23.923287671232877,16.088171552006717,2.29,0.85875,0.985,2.17009037758456,69.12955707549007,123.91388584261335,7.44,medium,113.15125902116215,0.5,5.980821917808219,54.78432876712329,129.89470776042157,212.61165766225804
P0010,505.8027397260274,331.8589656305768,4.07,1.3593800000000003,0.985,2.17009037758456,2082.602055334214,4141.219206019146,7.33,medium,3358.4040744319536,0.4,101.1605479452055,2058.617150684932,4242.379753964351,6841.261591242913
P0011,121.92602739726027,80.76599291733078,3.58,1.5036,0.97,1.8807936081512509,448.8836468221527,885.3788249043445,36.06,low,3561.083746969502,0.5,30.481506849315068,436.4951780821918,915.8603317536595,7265.703183868132
P0012,41.38630136986301,27.157382756915847,3.76,0.7745599999999999,0.985,2.17009037758456,133.7854362872406,289.39792943792554,4.09,medium,120.38013557125907,0.5,10.346575342465753,155.6124931506849,299.74450478039125,269.710105401396
P0013,31.695890410958903,20.916713691120524,1.34,0.19698,0.985,2.17009037758456,54.26279162689809,96.73528477758302,6.6,medium,78.78957344225603,0.6666666666666666,10.565296803652966,42.47249315068493,107.300581581236,155.80044445595465
P0014,20.427397260273974,13.80907151546487,4.45,0.5829500000000001,0.995,2.5758293035489004,81.06199052155986,171.96390832977903,163.39,high,2913.838098889886,0.5,5.1068493150684935,90.90191780821918,177.07075764484753,6364.95004015016
P0015,35.178082191780824,23.239875773812493,2.47,0.5681,0.97,1.8807936081512509,78.30549931009782,165.19536232379647,2.84,low,48.92527596894911,0.5,8.794520547945206,86.88986301369864,173.98988287174166,108.70887881826418
P0016,96.07123287671233,68.31154689662579,3.58,1.5036,0.97,1.8807936081512509,364.56620231649964,708.5012160151298,48.42,low,3883.5050135562806,0.5,24.017808219178082,343.93501369863014,732.5190242343078,7803.085653753542
P0017,41.35342465753425,27.089362101453702,4.07,1.3593800000000003,0.999,3.090232306167813,242.2795496810837,410.5879880372481,5.64,critical,300.62046524428865,0.4,8.27068493150685,168.3084383561644,418.85867296875495,519.7198414196312
P0018,161.83013698630137,106.17386048226021,1.92,0.816,0.985,2.17009037758456,429.0090548006659,739.7229178143646,7.5,medium,707.8649404210988,0.5,40.45753424657534,310.71386301369864,780.1804520609398,1287.2977459005508
P0019,291.09589041095893,192.53550866904914,1.73,0.45845,0.995,2.5758293035489004,737.3382567256161,1240.9341471365751,15.56,high,2524.0563204231294,0.25,36.386986301369866,503.59589041095893,1277.321133437945,4372.525703984774
P0020,14.252054794520548,9.960197016744896,1.68,0.21336,0.995,2.5758293035489004,34.16367937502709,58.10713142982161,50.02,high,375.9507933145481,0.5,3.563013698630137,23.94345205479452,61.67014512845174,678.6429450515344
P0021,28.504109589041096,19.911841680488433,2.31,0.36729,0.995,2.5758293035489004,82.48599502670692,148.33048817739186,9.96,high,180.74331230252022,0.5,7.126027397260274,65.84449315068494,155.45651557465214,340.6363169271778
P0022,20.898630136986302,14.042444422929623,2.04,0.58344,0.985,2.17009037758456,50.93658902641713,93.5697945058692,21.94,medium,245.86072791271022,0.5,5.2246575342465755,42.63320547945206,98.79445204011577,476.8610611072308
P0023,224.52602739726026,148.25026177857774,2.29,0.71677,0.97,1.8807936081512509,519.2814235481601,1033.446026287886,91.61,low,10465.701666474328,0.5,56.131506849315066,514.164602739726,1089.577533137201,21959.563518353778
P0024,41.49315068493151,27.204417106434356,2.89,1.22536,0.985,2.17009037758456,149.15246379317915,269.0676692726312,4.71,medium,154.55178298249223,0.5,10.373287671232877,119.91520547945206,279.4409569438641,289.5567195852319
